농장아이디,개체 구별 번호,산차,교배지수,경과일,교배일,임신 사고기간,임신 사고 원인,임신 기간,분만일,총산자수,미라,사산,실산자수,생시도태두수,양자전입두수,양자전출두수,포유자돈폐사 두수,부분이유 두수,포유기간,이유일,이유두수
PF_0021277,270,1,1,4,20201002,,,116,20210126,9,2,0,7,,,,,,27,20210222,9
PF_0021382,172,6,2,110,20201205,,,115,20210330,17,1,0,16,,,,,,23,20210422,11
PF_0021277,283,1,1,4,20201016,,,116,20210209,7,0,0,7,,,,,,,,
PF_0021287,524,2,1,6,20200916,,,114,20210108,0,0,0,0,,,,,,,,
PF_0021287,989,1,2,21,20200914,,,115,20210107,0,0,0,0,,,,,,,,
PF_0021277,1257,1,1,5,20201010,,,115,20210202,12,0,0,12,,,,,,,,
PF_0021277,1400,1,1,4,20200918,,,116,20210112,13,0,0,13,,,,,,27,20210208,12
PF_0021277,208,1,1,5,20200919,,,115,20210112,9,1,0,8,,,,,,27,20210208,10
PF_0021382,402,0,1,244,20201102,,,115,20210225,16,0,0,16,,,,,,28,20210325,12
PF_0021277,943,1,1,5,20201003,,,115,20210126,16,0,0,16,,,,,,27,20210222,0
PF_0021277,543,2,1,4,20201016,,,116,20210209,12,1,0,11,,,,,,,,
PF_0021280,128,4,1,26,20200929,,,114,20210121,13,2,0,11,,,,,,21,20210211,11
PF_0021277,47,1,1,5,20201010,,,115,20210202,11,1,0,10,,,,,,,,
PF_0021382,4,4,1,21,20201224,,,114,20210417,18,1,1,16,,,,,,,,
PF_0021382,508,2,1,5,20210105,,,114,20210429,15,0,1,14,,,,,,,,
PF_0021398,17,5,1,5,20201020,,,112,20210209,14,0,2,12,,,,,,23,20210304,8
PF_0021382,359,3,1,5,20201006,,,115,20210129,13,2,0,11,,,,,,27,20210225,8
PF_0021277,75,1,1,4,20200911,,,116,20210105,9,0,0,9,,,,,,27,20210201,10
PF_0021277,152,1,1,1,20200914,,,116,20210108,12,1,0,11,,,,,,24,20210201,10
PF_0021277,1171,0,1,270,20201017,,,115,20210209,16,0,2,14,,,,,,,,
PF_0021280,89,4,1,5,20200929,,,114,20210121,14,2,0,12,,,,,,21,20210211,11
PF_0021280,69,5,1,4,20200921,,,115,20210114,13,2,0,11,,,,,,21,20210204,10
PF_0021398,245,0,1,240,20201030,,,114,20210221,12,0,1,11,,,,,,18,20210311,11
PF_0021382,225,4,1,17,20201108,,,115,20210303,18,0,0,18,,,,,,29,20210401,11
PF_0021382,397,0,1,242,20201027,,,114,20210218,12,0,0,12,,,,,,28,20210318,11
PF_0021285,285,3,1,4,20200914,,,117,20210109,0,0,0,0,,,,,,,,
PF_0021277,523,1,1,5,20201010,,,115,20210202,11,0,0,11,,,,,,,,
PF_0021277,9,1,1,5,20200919,,,115,20210112,15,1,2,12,,,,,,27,20210208,10
PF_0021285,277,3,2,23,20200910,,,118,20210106,0,0,0,0,,,,,,,,
PF_0021281,213,6,1,4,20200914,,,117,20210109,16,4,0,12,,,,,,,,
PF_0021382,59,4,1,0,20201203,,,113,20210326,17,1,0,16,,,,,,27,20210422,11
PF_0021382,289,11,1,19,20201124,,,115,20210319,14,0,1,13,,,,,,27,20210415,11
PF_0021398,77,1,1,7,20201203,,,116,20210329,16,0,1,15,,,,,,24,20210422,12
PF_0021398,266,5,1,5,20201110,,,114,20210304,13,0,1,12,,,,,,21,20210325,9
PF_0021382,25,10,1,5,20201229,,,114,20210422,13,0,2,11,,,,,,,,
PF_0021382,55,3,2,15,20201028,,,116,20210221,19,1,2,16,,,,,,25,20210318,10
PF_0021277,1261,1,1,5,20201017,,,115,20210209,20,1,2,17,,,,,,,,
PF_0021398,239,0,1,240,20201031,,,112,20210220,12,0,0,12,,,,,,19,20210311,12
PF_0021282,163,3,1,5,20200922,,,114,20210114,15,1,2,12,,,,,,,,
PF_0021282,169,2,1,5,20201005,,,113,20210126,11,1,0,10,,,,,,,,
PF_0021277,1083,0,2,43,20200920,,,114,20210112,13,0,0,13,,,,,,27,20210208,10
PF_0021277,301,1,1,3,20201008,,,117,20210202,14,0,0,14,,,,,,,,
PF_0021277,1012,1,1,22,20201020,,,119,20210216,17,0,0,17,,,,,,,,
PF_0021277,191,1,1,4,20201002,,,115,20210125,13,1,0,12,,,,,,28,20210222,0
PF_0021293,153,3,1,4,20200915,,,110,20210103,13,0,0,13,,,,,,21,20210124,10
PF_0021295,14,1,1,5,20201013,,,113,20210203,17,0,5,12,,,,,,,,
PF_0021277,43,1,1,4,20200925,,,116,20210119,9,1,0,8,,,,,,27,20210215,10
PF_0021277,1360,1,1,5,20200912,,,115,20210105,11,0,0,11,,,,,,27,20210201,11
PF_0021277,1370,1,1,31,20201015,,,117,20210209,20,2,0,18,,,,,,,,
PF_0021286,21,8,1,5,20200922,,,113,20210113,16,9,0,7,,,,,,,,
PF_0021277,1320,1,1,5,20200919,,,115,20210112,12,1,0,11,,,,,,27,20210208,11
PF_0021286,10,1,1,248,20200914,,,114,20210106,13,0,0,13,,,,,,19,20210125,13
PF_0021277,1227,1,2,22,20200920,,,114,20210112,17,0,1,16,,,,,,27,20210208,10
PF_0021287,551,2,1,5,20200915,,,113,20210106,0,0,0,0,,,,,,,,
PF_0021398,13,5,1,16,20210102,,,116,20210428,10,0,0,10,,,,,,,,
PF_0021382,175,5,1,26,20200929,,,116,20210123,19,0,0,19,,,,,,26,20210218,10
PF_0021282,156,6,1,5,20200922,,,116,20210116,17,1,0,16,,,,,,,,
PF_0021281,221,4,1,5,20200915,,,116,20210109,17,3,0,14,,,,,,,,
PF_0021382,124,5,1,4,20200817,,,141,20210105,13,0,0,13,,,,,,23,20210128,10
PF_0021282,289,6,1,5,20200922,,,113,20210113,16,8,0,8,,,,,,,,
PF_0021291,939,5,1,5,20200908,,,117,20210103,15,2,1,12,,,,,,,,
PF_0021280,201,3,1,22,20200925,,,118,20210121,13,1,0,12,,,,,,21,20210211,12
PF_0021277,744,1,1,2,20200930,,,117,20210125,7,1,1,5,,,,,,28,20210222,0
PF_0021382,136,9,1,5,20201013,,,115,20210205,15,1,0,14,,,,,,27,20210304,11
PF_0021280,132,4,2,22,20200916,,,114,20210108,14,2,0,12,,,,,,27,20210204,12
PF_0021382,332,6,1,5,20200908,,,115,20210101,14,0,2,12,,,,,,27,20210128,10
PF_0021287,540,2,1,5,20200915,,,114,20210107,0,0,0,0,,,,,,,,
PF_0021382,407,0,1,242,20201005,,,115,20210128,11,0,0,11,,,,,,28,20210225,10
PF_0021286,5,8,2,0,20200914,,,117,20210109,17,4,0,13,,,,,,16,20210125,13
PF_0021277,235,1,1,4,20201009,,,116,20210202,10,0,1,9,,,,,,,,
PF_0021382,242,4,2,25,20201028,,,116,20210221,8,0,0,8,,,,,,25,20210318,11
PF_0020266,205,1,2,0,20200928,,,104,20210110,0,0,0,0,,,,,,,,
PF_0021280,254,2,1,4,20200921,,,113,20210112,12,1,0,11,,,,,,23,20210204,9
PF_0021382,34,4,1,5,20201208,,,115,20210402,14,0,1,13,,,,,,27,20210429,10
PF_0020236,429,4,1,5,20201006,,,118,20210201,15,0,0,15,,,,,,,,
PF_0021382,391,3,1,4,20201102,,,116,20210226,15,0,1,14,,,,,,27,20210325,10
PF_0021382,22,7,1,5,20201020,,,115,20210212,6,0,0,6,,,,,,27,20210311,10
PF_0021382,588,0,1,242,20201001,,,115,20210124,14,0,0,14,,,,,,25,20210218,12
PF_0021382,171,9,1,5,20201229,,,114,20210422,14,0,1,13,,,,,,,,
PF_0021277,233,1,1,4,20201009,,,116,20210202,8,0,0,8,,,,,,,,
PF_0021286,14,9,1,12,20200916,,,123,20210117,17,3,0,14,,,,,,,,
PF_0021382,475,1,1,5,20201110,,,115,20210305,18,0,0,18,,,,,,27,20210401,13
PF_0021398,372,2,1,5,20201103,,,114,20210225,13,0,1,12,,,,,,21,20210318,9
PF_0021382,65,4,2,21,20201228,,,114,20210421,18,1,1,16,,,,,,,,
PF_0021382,73,4,1,5,20201103,,,115,20210226,15,1,1,13,,,,,,27,20210325,11
PF_0021277,1378,2,1,4,20201023,,,113,20210213,18,1,2,15,,,,,,,,
PF_0021277,264,1,1,4,20201016,,,116,20210209,18,4,1,13,,,,,,,,
PF_0021382,318,9,1,5,20200915,,,115,20210108,12,0,1,11,,,,,,27,20210204,10
PF_0021382,520,2,1,4,20201214,,,115,20210408,11,0,0,11,,,,,,,,
PF_0021277,51,1,1,7,20200907,,,116,20210101,16,0,0,16,,,,,,24,20210125,9
PF_0021382,211,4,1,5,20201006,,,115,20210129,15,0,0,15,,,,,,27,20210225,12
PF_0021291,1075,1,1,0,20200923,,,114,20210115,10,0,0,10,,,,,,,,
PF_0021282,167,5,1,5,20200922,,,114,20210114,13,3,2,8,,,,,,,,
PF_0021293,77,0,1,270,20200916,,,116,20210110,10,0,0,10,,,,,,20,20210130,6
PF_0021382,56,4,1,5,20201124,,,115,20210319,15,0,2,13,,,,,,27,20210415,11
PF_0021299,94,2,1,4,20200914,,,115,20210107,14,2,0,12,,,,,,,,
PF_0021398,244,0,1,240,20201031,,,114,20210222,11,0,0,11,,,,,,24,20210318,9
PF_0020239,180,1,3,0,20200914,,,114,20210106,12,0,4,8,,,,,,26,20210201,8
PF_0021277,62,1,1,4,20201002,,,116,20210126,12,0,0,12,,,,,,27,20210222,0
PF_0021285,125,10,2,42,20200910,,,118,20210106,10,0,1,9,,,,,,,,
PF_0021277,1345,1,1,4,20201002,,,115,20210125,15,0,0,15,,,,,,28,20210222,0
PF_0021277,1172,0,1,270,20201011,,,114,20210202,13,0,5,8,,,,,,,,
PF_0021398,10,5,1,6,20201216,,,112,20210407,14,0,1,13,,,,,,22,20210429,13
PF_0021280,154,3,1,5,20201006,,,114,20210128,12,2,0,10,,,,,,21,20210218,10
PF_0021398,71,4,1,5,20200915,,,113,20210106,11,0,1,10,,,,,,22,20210128,9
PF_0021382,72,6,1,4,20201123,,,115,20210318,16,0,1,15,,,,,,28,20210415,10
PF_0020239,163,2,1,5,20201003,,,115,20210126,11,0,0,11,,,,,,,,
PF_0021295,74,1,1,6,20200915,,,295,20210707,12,0,1,11,,,,,,,,
PF_0021382,140,11,1,4,20201207,,,116,20210402,14,0,5,9,,,,,,6,20210408,0
PF_0021382,517,2,1,5,20201208,,,115,20210402,16,1,1,14,,,,,,27,20210429,10
PF_0021382,401,0,1,244,20201101,,,113,20210222,17,0,1,16,,,,,,24,20210318,11
PF_0021282,154,2,1,5,20200922,,,113,20210113,14,1,2,11,,,,,,,,
PF_0021280,298,1,2,108,20200925,,,115,20210118,12,2,0,10,,,,,,24,20210211,10
PF_0021286,11,2,1,88,20200914,,,115,20210107,15,0,0,15,,,,,,18,20210125,15
PF_0021398,69,5,1,5,20201110,,,114,20210304,12,0,0,12,,,,,,21,20210325,11
PF_0021382,91,11,1,5,20201027,,,115,20210219,13,0,2,11,,,,,,27,20210318,9
PF_0021285,331,7,1,5,20200908,,,118,20210104,13,0,5,8,,,,,,,,
PF_0021382,33,4,1,4,20201221,,,115,20210415,19,1,1,17,,,,,,,,
PF_0021277,363,2,1,5,20201015,,,117,20210209,11,0,0,11,,,,,,,,
PF_0021398,287,2,1,5,20210105,,,114,20210429,16,0,0,16,,,,,,,,
PF_0021290,95,3,1,40,20200908,,,116,20210102,12,0,0,12,,,,,,,,
PF_0020426,144,2,1,5,20200915,,,114,20210107,12,0,0,12,,,,,,,,
PF_0021382,350,3,1,5,20201006,,,115,20210129,13,0,0,13,,,,,,27,20210225,12
PF_0021282,5,1,1,396,20201005,,,114,20210127,17,1,1,15,,,,,,,,
PF_0021398,400,1,2,24,20200908,,,115,20210101,12,0,0,12,,,,,,20,20210121,12
PF_0021277,310,1,1,4,20201002,,,116,20210126,9,0,0,9,,,,,,27,20210222,10
PF_0020266,179,3,1,4,20200928,,,114,20210120,20,0,3,17,,,,,,,,
PF_0021382,524,2,1,5,20201222,,,114,20210415,15,1,0,14,,,,,,,,
PF_0021382,499,1,1,4,20201102,,,114,20210224,11,0,0,11,,,,,,22,20210318,13
PF_0021280,242,2,1,5,20200929,,,114,20210121,15,3,0,12,,,,,,21,20210211,10
PF_0021382,164,8,1,4,20200928,,,115,20210121,12,2,0,10,,,,,,28,20210218,11
PF_0021382,85,6,1,4,20200914,,,115,20210107,16,1,1,14,,,,,,28,20210204,12
PF_0021285,263,3,1,5,20200915,,,116,20210109,22,0,6,16,,,,,,,,
PF_0021712,246,0,1,180,20200928,,,115,20210121,0,0,0,0,,,,,,,,
PF_0021280,257,2,1,18,20200914,,,115,20210107,14,1,0,13,,,,,,28,20210204,10
PF_0021382,26,10,1,5,20201020,,,115,20210212,16,0,1,15,,,,,,27,20210311,9
PF_0021277,717,1,2,40,20201001,,,116,20210125,9,0,0,9,,,,,,28,20210222,0
PF_0021382,222,4,1,4,20200921,,,115,20210114,14,0,0,14,,,,,,28,20210211,13
PF_0021285,8,1,1,95,20200907,,,117,20210102,8,0,1,7,,,,,,,,
PF_0021280,241,2,2,17,20201002,,,115,20210125,14,2,0,12,,,,,,17,20210211,12
PF_0021277,1399,1,2,21,20201009,,,116,20210202,18,0,1,17,,,,,,,,
PF_0021382,216,4,1,5,20210105,,,114,20210429,14,1,0,13,,,,,,,,
PF_0021287,838,1,2,53,20200913,,,114,20210105,0,0,0,0,,,,,,,,
PF_0021282,10,5,1,0,20201005,,,114,20210127,4,0,0,4,,,,,,,,
PF_0020199,230,1,1,5,20200915,,,115,20210108,12,0,0,12,,,,,,29,20210206,10
PF_0020239,145,3,2,0,20200926,,,114,20210118,7,0,0,7,,,,,,,,
PF_0020266,231,1,2,0,20200924,,,117,20210119,15,0,2,13,,,,,,,,
PF_0021285,303,3,1,5,20200908,,,115,20210101,0,0,0,0,,,,,,,,
PF_0021398,379,2,1,7,20201105,,,116,20210301,13,0,1,12,,,,,,24,20210325,11
PF_0021398,53,5,1,0,20201012,,,114,20210203,13,0,1,12,,,,,,15,20210218,11
PF_0021277,1335,1,1,4,20200911,,,116,20210105,14,0,1,13,,,,,,27,20210201,10
PF_0021398,389,5,1,5,20201215,,,114,20210408,13,0,0,13,,,,,,21,20210429,11
PF_0021282,12,6,1,5,20201005,,,114,20210127,12,2,0,10,,,,,,,,
PF_0021286,3,7,1,5,20200915,,,116,20210109,12,0,0,12,,,,,,16,20210125,12
PF_0021382,362,3,1,0,20201105,,,115,20210228,6,0,0,6,,,,,,25,20210325,12
PF_0021382,110,9,1,5,20201229,,,114,20210422,11,0,0,11,,,,,,,,
PF_0021382,347,3,1,4,20201207,,,115,20210401,19,1,1,17,,,,,,28,20210429,12
PF_0021280,94,6,1,4,20200928,,,115,20210121,15,3,0,12,,,,,,21,20210211,11
PF_0021382,57,4,1,20,20201216,,,113,20210408,17,0,2,15,,,,,,,,
PF_0021382,482,1,1,6,20201028,,,112,20210217,17,0,0,17,,,,,,29,20210318,13
PF_0021287,1054,1,2,20,20200914,,,115,20210107,0,0,0,0,,,,,,,,
PF_0021277,1246,1,1,4,20201002,,,116,20210126,17,2,0,15,,,,,,27,20210222,0
PF_0021277,886,1,1,3,20201001,,,116,20210125,12,0,0,12,,,,,,28,20210222,0
PF_0021293,151,3,2,0,20201007,,,114,20210129,8,0,0,8,,,,,,,,
PF_0021382,476,1,1,5,20201020,,,114,20210211,17,0,2,15,,,,,,28,20210311,10
PF_0021382,424,3,1,6,20201230,,,116,20210425,19,0,0,19,,,,,,,,
PF_0021382,494,1,2,30,20201217,,,114,20210410,13,0,0,13,,,,,,,,
PF_0021382,343,3,1,5,20210105,,,114,20210429,15,1,0,14,,,,,,,,
PF_0021299,99,2,1,5,20200915,,,115,20210108,11,1,0,10,,,,,,,,
PF_0021398,213,0,1,240,20200923,,,114,20210115,13,0,1,12,,,,,,20,20210204,11
PF_0021295,72,1,3,0,20200916,,,116,20210110,13,0,0,13,,,,,,12,20210122,13
PF_0021286,29,3,2,0,20200929,,,115,20210122,17,2,0,15,,,,,,,,
PF_0021286,26,3,2,0,20200926,,,116,20210120,16,3,0,13,,,,,,,,
PF_0021382,307,9,1,4,20201102,,,115,20210225,11,0,0,11,,,,,,28,20210325,10
PF_0021295,110,1,1,6,20200915,,,115,20210108,13,0,1,12,,,,,,28,20210205,12
PF_0021382,468,1,1,5,20201124,,,115,20210319,16,0,1,15,,,,,,27,20210415,13
PF_0021277,487,1,2,49,20201017,,,115,20210209,16,0,0,16,,,,,,,,
PF_0021280,211,3,1,5,20200915,,,114,20210107,15,2,0,13,,,,,,28,20210204,10
PF_0021398,60,5,1,5,20201208,,,113,20210331,16,0,3,13,,,,,,22,20210422,12
PF_0020239,206,1,1,6,20200924,,,114,20210116,13,0,1,12,,,,,,,,
PF_0021398,216,0,1,240,20200923,,,114,20210115,14,0,2,12,,,,,,20,20210204,10
PF_0021382,510,2,1,4,20201214,,,115,20210408,16,0,0,16,,,,,,,,
PF_0021285,421,1,2,108,20200911,,,117,20210106,18,0,3,15,,,,,,,,
PF_0021290,259,0,1,711,20200910,,,116,20210104,14,0,0,14,,,,,,,,
PF_0021398,314,3,1,5,20210105,,,114,20210429,13,0,0,13,,,,,,,,
PF_0021398,79,1,1,4,20201109,,,115,20210304,13,0,0,13,,,,,,21,20210325,11
PF_0021277,160,1,1,4,20201009,,,116,20210202,10,1,0,9,,,,,,,,
PF_0021282,326,0,1,258,20200921,,,115,20210114,8,0,2,6,,,,,,,,
PF_0021287,398,0,2,30,20200909,,,115,20210102,0,0,0,0,,,,,,,,
PF_0021280,195,3,2,38,20200911,,,114,20210103,14,1,0,13,,,,,,25,20210128,12
PF_0020239,270,0,2,0,20201002,,,116,20210126,7,0,0,7,,,,,,,,
PF_0021293,71,0,1,270,20200905,,,118,20210101,10,0,0,10,,,,,,29,20210130,9
PF_0021277,1233,1,1,4,20200911,,,116,20210105,19,1,0,18,,,,,,27,20210201,10
PF_0021277,206,1,1,11,20201009,,,116,20210202,15,1,1,13,,,,,,,,
PF_0021277,1003,1,1,4,20201016,,,116,20210209,13,0,8,5,,,,,,,,
PF_0021277,280,1,1,3,20201015,,,117,20210209,11,1,0,10,,,,,,,,
PF_0021290,454,8,1,4,20200921,,,114,20210113,13,0,1,12,,,,,,,,
PF_0021398,401,5,1,26,20201006,,,113,20210127,16,0,1,15,,,,,,22,20210218,11
PF_0021277,100,1,1,5,20201010,,,115,20210202,9,0,5,4,,,,,,,,
PF_0021295,114,1,2,0,20200926,,,113,20210117,15,0,2,13,,,,,,,,
PF_0021291,1063,0,1,270,20200916,,,115,20210109,9,0,0,9,,,,,,19,20210128,11
PF_0021290,130,2,1,4,20200911,,,118,20210107,12,0,1,11,,,,,,,,
PF_0021287,602,2,1,5,20200915,,,114,20210107,0,0,0,0,,,,,,,,
PF_0021277,1153,0,1,270,20201010,,,115,20210202,13,0,0,13,,,,,,,,
PF_0021277,1415,1,1,5,20201017,,,115,20210209,13,0,0,13,,,,,,,,
PF_0020199,365,5,1,5,20200910,,,115,20210103,18,0,2,16,,,,,,25,20210128,9
PF_0021398,103,4,1,3,20201206,,,114,20210330,10,0,0,10,,,,,,23,20210422,9
PF_0021277,1244,1,1,1,20200929,,,118,20210125,13,0,0,13,,,,,,28,20210222,0
PF_0021398,243,0,1,240,20201031,,,114,20210222,13,0,0,13,,,,,,24,20210318,12
PF_0021382,43,4,1,5,20201124,,,115,20210319,18,0,1,17,,,,,,27,20210415,11
PF_0021398,50,5,1,5,20210105,,,114,20210429,12,0,0,12,,,,,,,,
PF_0020239,158,2,1,6,20200913,,,114,20210105,2,0,0,2,,,,,,20,20210125,2
PF_0020199,226,1,1,5,20200919,,,116,20210113,14,0,2,12,,,,,,29,20210211,9
PF_0021280,166,3,1,5,20200922,,,114,20210114,13,1,0,12,,,,,,21,20210204,12
PF_0021382,256,8,1,5,20201006,,,115,20210129,21,0,0,21,,,,,,27,20210225,9
PF_0021277,977,1,1,5,20201017,,,115,20210209,15,0,0,15,,,,,,,,
PF_0021277,837,1,1,1,20200915,,,119,20210112,16,2,0,14,,,,,,27,20210208,9
PF_0021382,67,3,1,4,20201109,,,115,20210304,14,0,0,14,,,,,,28,20210401,11
PF_0021277,699,1,1,5,20200919,,,115,20210112,4,0,0,4,,,,,,27,20210208,10
PF_0021277,1361,1,1,5,20200926,,,115,20210119,15,1,0,14,,,,,,27,20210215,11
PF_0021382,403,0,1,242,20201009,,,116,20210202,12,0,0,12,,,,,,23,20210225,11
PF_0021398,231,0,1,240,20201030,,,113,20210220,16,0,1,15,,,,,,19,20210311,12
PF_0021280,258,2,1,5,20200915,,,114,20210107,10,0,0,10,,,,,,21,20210128,10
PF_0021277,1380,1,1,5,20201010,,,115,20210202,16,0,1,15,,,,,,,,
PF_0020239,64,1,2,0,20200920,,,115,20210113,8,0,0,8,,,,,,31,20210213,8
PF_0021277,432,1,1,4,20201016,,,116,20210209,16,1,1,14,,,,,,,,
PF_0021282,319,6,1,5,20200922,,,115,20210115,15,1,1,13,,,,,,,,
PF_0021398,78,1,1,5,20201201,,,114,20210325,12,0,0,12,,,,,,21,20210415,11
PF_0021277,1405,1,1,4,20201016,,,116,20210209,13,0,0,13,,,,,,,,
PF_0021398,58,4,1,0,20201013,,,114,20210204,13,0,5,8,,,,,,21,20210225,8
PF_0021291,1080,1,1,0,20200928,,,115,20210121,12,1,2,9,,,,,,,,
PF_0021382,463,1,1,5,20201020,,,115,20210212,12,0,0,12,,,,,,27,20210311,12
PF_0021285,306,3,1,2,20200912,,,112,20210102,0,0,2,-2,,,,,,,,
PF_0021382,426,3,1,5,20201229,,,114,20210422,17,1,1,15,,,,,,,,
PF_0021277,1396,2,1,4,20201023,,,116,20210216,15,3,0,12,,,,,,,,
PF_0021295,115,1,1,5,20200914,,,115,20210107,12,0,0,12,,,,,,29,20210205,12
PF_0021382,398,0,1,244,20201117,,,114,20210311,12,0,1,11,,,,,,28,20210408,10
PF_0021382,120,6,1,19,20210105,,,114,20210429,14,0,1,13,,,,,,,,
PF_0021382,189,10,1,5,20201020,,,115,20210212,15,0,2,13,,,,,,27,20210311,10
PF_0021382,309,12,1,5,20201013,,,116,20210206,12,1,2,9,,,,,,26,20210304,10
PF_0021285,308,3,1,4,20200914,,,115,20210107,0,0,1,-1,,,,,,,,
PF_0021398,38,5,1,5,20201103,,,114,20210225,12,0,0,12,,,,,,21,20210318,10
PF_0021382,435,2,1,5,20200922,,,115,20210115,12,0,1,11,,,,,,27,20210211,10
PF_0020199,224,1,2,0,20201028,,,119,20210224,4,0,0,4,,,,,,,,
PF_0021280,336,1,2,31,20200927,,,114,20210119,13,2,0,11,,,,,,23,20210211,11
PF_0021277,503,1,1,39,20201002,,,115,20210125,4,0,0,4,,,,,,28,20210222,0
PF_0021295,104,1,1,6,20200915,,,117,20210110,13,0,0,13,,,,,,26,20210205,13
PF_0021277,1238,1,2,21,20200919,,,115,20210112,14,0,0,14,,,,,,27,20210208,10
PF_0021382,461,1,1,5,20201201,,,115,20210326,10,0,0,10,,,,,,27,20210422,10
PF_0021382,512,1,1,4,20200914,,,113,20210105,19,1,1,17,,,,,,23,20210128,8
PF_0021382,264,5,1,5,20201013,,,115,20210205,6,0,0,6,,,,,,27,20210304,11
PF_0021280,112,8,1,5,20200915,,,114,20210107,12,0,0,12,,,,,,28,20210204,12
PF_0020199,142,3,1,5,20201029,,,117,20210223,10,0,0,10,,,,,,,,
PF_0021291,1207,0,1,270,20200911,,,114,20210103,8,0,0,8,,,,,,18,20210121,11
PF_0021277,865,1,1,17,20200917,,,117,20210112,7,0,1,6,,,,,,27,20210208,11
PF_0021286,23,2,1,42,20200924,,,118,20210120,6,1,0,5,,,,,,,,
PF_0021398,384,2,1,5,20201103,,,114,20210225,13,0,0,13,,,,,,21,20210318,11
PF_0021398,124,5,1,4,20201221,,,106,20210406,11,0,0,11,,,,,,23,20210429,9
PF_0021291,1213,0,1,270,20200918,,,113,20210109,13,2,0,11,,,,,,19,20210128,12
PF_0021382,375,3,1,4,20200928,,,115,20210121,17,2,0,15,,,,,,28,20210218,11
PF_0020239,159,0,1,270,20201124,,,115,20210319,0,0,0,0,,,,,,-339,20200414,0
PF_0020239,144,6,1,4,20200922,,,116,20210116,6,0,1,5,,,,,,,,
PF_0021382,497,1,1,6,20201202,,,115,20210327,16,0,0,16,,,,,,26,20210422,13
PF_0021277,1101,0,1,270,20201018,,,114,20210209,12,1,2,9,,,,,,,,
PF_0020199,350,5,1,5,20200915,,,116,20210109,10,0,1,9,,,,,,28,20210206,7
PF_0021285,183,5,3,19,20200911,,,117,20210106,14,0,2,12,,,,,,,,
PF_0021277,1149,0,1,270,20201021,,,118,20210216,16,1,0,15,,,,,,,,
PF_0021382,205,6,1,4,20201026,,,115,20210218,14,0,1,13,,,,,,28,20210318,11
PF_0021382,253,6,1,4,20201130,,,114,20210324,18,1,0,17,,,,,,22,20210415,11
PF_0021277,172,1,1,4,20200925,,,116,20210119,13,0,1,12,,,,,,27,20210215,10
PF_0021382,525,2,1,4,20210104,,,114,20210428,17,0,1,16,,,,,,,,
PF_0021277,991,1,1,4,20200911,,,116,20210105,10,0,0,10,,,,,,20,20210125,11
PF_0021382,470,1,1,5,20201020,,,114,20210211,15,0,0,15,,,,,,28,20210311,12
PF_0021277,996,1,1,5,20200912,,,115,20210105,18,1,0,17,,,,,,27,20210201,10
PF_0021382,507,2,1,5,20210105,,,114,20210429,12,0,0,12,,,,,,,,
PF_0020239,18,3,1,5,20201003,,,115,20210126,9,0,1,8,,,,,,,,
PF_0021382,270,6,2,28,20201221,,,114,20210414,19,0,0,19,,,,,,,,
PF_0021277,20,1,1,4,20200925,,,116,20210119,6,0,0,6,,,,,,27,20210215,10
PF_0021382,111,9,1,5,20201215,,,115,20210409,12,0,1,11,,,,,,,,
PF_0021382,363,3,2,24,20201106,,,115,20210301,14,0,0,14,,,,,,24,20210325,10
PF_0021293,67,0,1,270,20200910,,,116,20210104,14,0,0,14,,,,,,26,20210130,14
PF_0021398,80,1,1,5,20201110,,,114,20210304,14,0,1,13,,,,,,21,20210325,12
PF_0021277,417,2,1,4,20201023,,,116,20210216,10,1,0,9,,,,,,,,
PF_0021287,633,2,1,6,20200909,,,115,20210102,0,0,0,0,,,,,,,,
PF_0021277,695,1,2,27,20201003,,,115,20210126,9,0,0,9,,,,,,27,20210222,0
PF_0021280,281,1,1,0,20200909,,,116,20210103,16,4,0,12,,,,,,25,20210128,10
PF_0020239,116,3,1,6,20201004,,,114,20210126,10,0,1,9,,,,,,,,
PF_0021277,1408,1,1,4,20201009,,,116,20210202,17,1,1,15,,,,,,,,
PF_0021382,243,6,1,5,20200922,,,115,20210115,16,0,0,16,,,,,,27,20210211,10
PF_0020266,66,6,1,4,20200921,,,114,20210113,15,0,5,10,,,,,,,,
PF_0021398,168,5,1,4,20210111,,,114,20210505,15,0,1,14,,,,,,,,
PF_0021398,369,0,2,25,20201101,,,114,20210223,14,0,0,14,,,,,,23,20210318,11
PF_0021382,245,4,1,4,20201123,,,114,20210317,13,1,0,12,,,,,,29,20210415,10
PF_0021382,360,2,2,117,20201203,,,115,20210328,17,0,1,16,,,,,,25,20210422,11
PF_0021286,167,7,1,5,20201020,,,115,20210212,0,0,0,0,,,,,,,,
PF_0021277,68,1,1,5,20200912,,,115,20210105,19,0,2,17,,,,,,27,20210201,10
PF_0021295,109,1,1,5,20200914,,,118,20210110,11,0,0,11,,,,,,21,20210131,11
PF_0021282,158,0,1,269,20200921,,,114,20210113,15,0,0,15,,,,,,,,
PF_0021290,486,2,2,21,20200912,,,116,20210106,19,0,0,19,,,,,,,,
PF_0021382,232,4,1,4,20200921,,,115,20210114,16,0,2,14,,,,,,28,20210211,12
PF_0021277,1146,0,1,270,20201024,,,115,20210216,13,0,0,13,,,,,,,,
