농장아이디,개체 구별 번호,산차,교배지수,경과일,교배일,임신 사고기간,임신 사고 원인,임신 기간,분만일,총산자수,미라,사산,실산자수,생시도태두수,양자전입두수,양자전출두수,포유자돈폐사 두수,부분이유 두수,포유기간,이유일,이유두수
PF_0020292,1001,1,2,112,20201123,,,117,20210320,14,0,0,14,0,0,0,,,26,20210415,12
PF_0020292,812,3,1,4,20201207,,,117,20210403,13,0,0,13,0,0,0,,,26,20210429,11
PF_0020292,1453,0,1,254,20201213,,,118,20210410,17,0,0,17,0,0,0,,,19,20210429,12
PF_0020292,996,2,2,7,20201228,,,116,20210423,14,0,0,14,0,0,0,,,27,20210520,12
PF_0020292,1279,1,1,9,20201229,,,116,20210424,11,0,0,11,0,0,0,,,26,20210520,12
PF_0020292,1153,1,1,7,20201126,,,116,20210322,13,0,0,13,0,0,0,,,24,20210415,12
PF_0020292,986,2,1,4,20201126,,,117,20210323,12,0,0,12,0,0,0,,,23,20210415,12
PF_0020292,1435,0,1,238,20201127,,,117,20210324,14,0,0,14,0,0,0,,,22,20210415,12
PF_0020292,1436,1,1,469,20201130,,,117,20210327,16,0,1,15,0,0,0,,,26,20210422,13
PF_0020292,1287,1,1,5,20201229,,,116,20210424,7,0,0,7,0,0,0,,,26,20210520,11
PF_0020292,1482,0,1,241,20201230,,,116,20210425,15,0,0,15,0,0,0,,,25,20210520,12
PF_0020292,1484,0,1,242,20201231,,,116,20210426,13,0,3,10,0,0,0,,,24,20210520,11
PF_0020292,606,5,1,4,20201214,,,117,20210410,11,0,1,10,0,0,0,,,26,20210506,11
PF_0020292,857,3,1,5,20201222,,,116,20210417,11,0,0,11,0,0,0,,,26,20210513,11
PF_0020292,1472,0,1,234,20201223,,,116,20210418,14,0,2,12,0,0,0,,,25,20210513,11
PF_0020292,827,3,1,5,20201215,,,113,20210407,16,0,3,13,0,0,0,,,22,20210429,13
PF_0020292,1003,2,1,5,20201215,,,116,20210410,12,0,0,12,0,0,0,,,26,20210506,11
PF_0020292,1267,1,1,26,20201110,,,117,20210307,6,0,0,6,0,0,0,,,25,20210401,11
PF_0020292,1415,0,1,222,20201111,,,117,20210308,15,0,0,15,0,0,0,,,24,20210401,11
PF_0020292,797,3,2,10,20201116,,,118,20210314,14,0,0,14,0,0,0,,,25,20210408,10
PF_0020291,964,0,1,265,20201224,,,118,20210421,16,0,0,16,0,0,0,,,15,20210506,13
PF_0020291,965,0,1,257,20201228,,,116,20210423,17,0,2,15,0,0,0,,,27,20210520,11
PF_0020292,1211,0,2,118,20201208,,,116,20210403,11,0,0,11,0,0,0,,,26,20210429,11
PF_0020291,982,0,1,225,20210126,,,116,20210522,11,0,0,11,0,0,0,,,,,
PF_0020291,994,0,1,232,20210202,,,117,20210530,14,0,1,13,0,0,0,,,,,
PF_0020292,1373,0,1,257,20201010,,,113,20210131,12,0,0,12,0,0,0,,,25,20210225,12
PF_0020291,1004,0,1,221,20210209,,,117,20210606,13,0,1,12,0,0,0,,,,,
PF_0020292,1131,1,1,4,20201116,,,117,20210313,11,0,0,11,0,0,0,,,26,20210408,10
PF_0020292,1394,0,1,293,20201021,,,116,20210214,14,0,0,14,0,0,0,,,25,20210311,11
PF_0020292,948,2,1,5,20201027,,,116,20210220,12,0,0,12,0,0,0,,,19,20210311,11
PF_0020291,991,0,1,231,20210201,,,119,20210531,9,0,0,9,0,0,0,,,,,
PF_0020292,1419,0,1,224,20201113,,,117,20210310,10,0,3,7,0,0,0,,,22,20210401,12
PF_0020292,1474,0,1,238,20201227,,,117,20210423,12,0,0,12,0,0,0,,,27,20210520,12
PF_0020292,561,5,1,4,20201116,,,116,20210312,12,0,0,12,0,0,0,,,27,20210408,11
PF_0020292,1273,1,1,8,20201030,,,113,20210220,16,0,1,15,0,0,0,,,26,20210318,11
PF_0020292,1528,0,1,245,20210203,,,117,20210531,15,0,1,14,0,0,0,,,,,
PF_0021712,262,3,1,5,20201028,,,116,20210221,18,0,1,17,0,0,5,,,26,20210319,11
PF_0020292,1526,0,1,255,20210203,,,120,20210603,12,0,0,12,0,0,0,,,,,
PF_0020292,1531,0,1,277,20210204,,,110,20210525,15,0,0,15,0,0,0,,,,,
PF_0020292,172,9,1,15,20200922,,,116,20210116,11,0,2,9,0,0,0,,,19,20210204,10
PF_0020292,902,2,1,4,20200921,,,117,20210116,13,0,0,13,0,0,0,,,19,20210204,11
PF_0020292,1338,1,1,5,20210209,,,116,20210605,10,0,1,9,0,0,0,,,,,
PF_0020292,274,8,1,5,20210209,,,117,20210606,10,0,0,10,0,0,0,,,,,
PF_0021712,395,1,2,31,20201118,,,115,20210313,14,0,0,14,1,0,3,,,27,20210409,10
PF_0021712,323,7,1,4,20201210,,,116,20210405,14,0,2,12,0,0,0,,,25,20210430,11
PF_0021712,296,5,1,6,20201029,,,114,20210220,10,0,0,10,0,1,0,,,27,20210319,11
PF_0021712,301,6,1,6,20201029,,,115,20210221,17,0,4,13,0,0,2,,,26,20210319,11
PF_0021712,375,0,1,311,20201116,,,114,20210310,7,0,0,7,0,3,0,,,30,20210409,0
PF_0020292,1306,1,1,4,20210111,,,117,20210508,16,0,2,14,0,0,0,,,19,20210527,12
PF_0020292,998,2,1,5,20210112,,,119,20210511,13,0,0,13,0,0,0,,,16,20210527,12
PF_0021712,293,6,1,5,20200918,,,115,20210111,11,0,1,10,0,0,1,,,25,20210205,9
PF_0020292,1277,1,1,21,20210107,,,118,20210505,16,0,0,16,0,0,0,,,22,20210527,12
PF_0020292,1008,2,1,22,20210108,,,116,20210504,16,0,0,16,0,0,0,,,23,20210527,12
PF_0021712,371,0,2,34,20201211,,,116,20210406,14,0,2,12,0,2,0,,,24,20210430,13
PF_0021712,361,0,1,273,20201230,,,116,20210425,16,0,0,16,0,0,5,,,26,20210521,11
PF_0021712,359,0,1,279,20201230,,,115,20210424,10,0,0,10,0,1,0,,,27,20210521,11
PF_0020292,1517,0,1,268,20210126,,,117,20210523,8,0,5,3,0,0,0,,,,,
PF_0020292,1518,0,1,270,20210128,,,116,20210524,14,0,3,11,0,0,0,,,,,
PF_0020292,1519,0,1,270,20210128,,,116,20210524,10,0,0,10,0,0,0,,,1,20210525,12
PF_0020292,886,3,1,4,20210201,,,118,20210530,15,0,0,15,0,0,0,,,,,
PF_0021712,303,6,1,5,20201009,,,115,20210201,13,0,0,13,1,0,2,,,25,20210226,10
PF_0021712,304,7,1,6,20210121,,,116,20210517,11,0,2,9,0,0,0,,,25,20210611,9
PF_0021712,285,5,1,4,20210119,,,117,20210516,8,0,1,7,0,3,0,,,26,20210611,9
PF_0020292,762,3,1,4,20210111,,,116,20210507,16,0,0,16,0,0,0,,,20,20210527,11
PF_0020292,181,10,1,1,20210115,,,113,20210508,18,0,1,17,0,0,0,,,19,20210527,11
PF_0020292,297,8,1,44,20210116,,,113,20210509,21,0,6,15,0,0,0,,,18,20210527,12
PF_0020292,489,6,1,5,20210126,,,116,20210522,7,0,0,7,0,0,0,,,,,
PF_0020292,995,2,2,12,20210103,,,115,20210428,18,0,2,16,0,0,0,,,22,20210520,12
PF_0020292,1486,0,1,245,20210103,,,116,20210429,16,0,0,16,0,0,0,,,,,
PF_0020292,1508,0,1,263,20210121,,,117,20210518,14,0,0,14,0,0,0,,,,,
PF_0020292,1516,0,1,287,20210126,,,116,20210522,13,0,0,13,0,0,0,,,,,
PF_0021712,394,1,1,4,20201117,,,116,20210313,13,0,1,12,0,0,1,,,27,20210409,11
PF_0020292,1657,3,1,4,20210111,,,117,20210508,17,0,1,16,0,0,0,,,19,20210527,11
PF_0020292,477,5,1,4,20210111,,,117,20210508,16,0,2,14,0,0,0,,,19,20210527,11
PF_0020292,1446,0,2,28,20210117,,,118,20210515,18,0,0,18,0,0,0,,,,,
PF_0020292,1524,0,1,273,20210131,,,116,20210527,12,0,0,12,0,0,0,,,,,
PF_0021712,325,6,1,6,20201029,,,115,20210221,8,0,2,6,0,5,0,,,26,20210319,10
PF_0021712,279,2,2,50,20201210,,,116,20210405,12,0,0,12,0,0,0,,,25,20210430,12
PF_0021712,379,0,3,5,20201230,,,116,20210425,13,1,1,11,0,0,1,,,26,20210521,10
PF_0021277,1267,1,1,4,20201009,,,116,20210202,20,2,2,16,,,,,,,,
PF_0021382,108,5,2,59,20201120,,,115,20210315,13,0,0,13,,,,,,24,20210408,10
PF_0021277,213,1,1,5,20200919,,,115,20210112,8,0,0,8,,,,,,27,20210208,9
PF_0021277,216,1,1,4,20201002,,,116,20210126,12,2,0,10,,,,,,27,20210222,0
PF_0021382,317,10,1,4,20201123,,,115,20210318,20,1,0,19,,,,,,28,20210415,10
PF_0020199,205,1,1,4,20200729,,,159,20210104,14,0,1,13,,,,,,24,20210128,10
PF_0021382,606,0,1,243,20200928,,,114,20210120,16,1,0,15,,,,,,29,20210218,10
PF_0021299,111,1,3,0,20200928,,,116,20210122,2,0,0,2,,,,,,,,
PF_0021382,24,12,1,5,20200908,,,115,20210101,12,0,0,12,,,,,,27,20210128,11
PF_0020239,122,3,1,5,20200627,,,203,20210116,8,0,0,8,,,,,,,,
PF_0021282,324,0,1,255,20200921,,,114,20210113,14,0,0,14,,,,,,,,
PF_0021291,1066,1,1,0,20200922,,,115,20210115,9,0,0,9,,,,,,,,
PF_0021293,199,2,2,0,20201017,,,117,20210211,11,0,0,11,,,,,,,,
PF_0021277,1393,2,1,4,20201023,,,116,20210216,17,0,0,17,,,,,,,,
PF_0021277,1367,2,1,4,20201023,69,재발불임,116,20210216,0,0,0,0,,,,,,,,
PF_0021382,483,1,1,5,20201201,,,115,20210326,18,0,0,18,,,,,,27,20210422,10
PF_0021382,129,7,1,5,20201027,,,115,20210219,13,1,1,11,,,,,,27,20210318,10
PF_0021382,586,0,1,242,20201012,,,115,20210204,13,0,0,13,,,,,,28,20210304,11
PF_0021277,250,1,1,4,20201009,,,116,20210202,12,1,0,11,,,,,,,,
PF_0021382,223,3,1,5,20200915,,,115,20210108,11,0,0,11,,,,,,27,20210204,11
PF_0021382,523,2,1,4,20210104,,,114,20210428,16,0,1,15,,,,,,,,
PF_0021382,481,1,1,5,20201020,,,115,20210212,14,0,0,14,,,,,,27,20210311,11
PF_0021293,208,1,2,0,20200913,,,116,20210107,12,0,0,12,,,,,,23,20210130,11
PF_0021382,440,3,1,5,20201222,,,113,20210414,18,1,1,16,,,,,,,,
PF_0021277,169,2,1,5,20201017,,,115,20210209,16,1,1,14,,,,,,,,
PF_0021280,256,2,1,19,20200929,,,114,20210121,15,1,0,14,,,,,,21,20210211,11
PF_0021382,385,0,1,242,20201013,,,115,20210205,10,0,0,10,,,,,,27,20210304,9
PF_0021398,303,4,1,0,20201012,,,114,20210203,14,0,1,13,,,,,,15,20210218,11
PF_0021382,148,8,1,5,20200915,,,115,20210108,16,0,0,16,,,,,,27,20210204,10
PF_0021277,479,1,1,3,20200910,,,117,20210105,14,0,4,10,,,,,,20,20210125,10
PF_0021291,152,2,1,5,20200908,,,116,20210102,13,1,0,12,,,,,,,,
PF_0021299,8,7,1,4,20200914,,,115,20210107,15,4,0,11,,,,,,,,
PF_0021382,8,4,1,4,20201019,,,116,20210212,17,0,1,16,,,,,,27,20210311,13
PF_0021382,203,7,1,5,20201103,,,114,20210225,17,0,1,16,,,,,,28,20210325,12
PF_0021287,894,1,3,20,20200910,,,114,20210102,0,0,0,0,,,,,,,,
PF_0021280,330,1,1,0,20200929,,,112,20210119,16,1,0,15,,,,,,23,20210211,11
PF_0021382,181,10,1,5,20201215,,,115,20210409,15,1,1,13,,,,,,,,
PF_0021382,485,0,2,33,20200922,,,115,20210115,12,0,0,12,,,,,,27,20210211,12
PF_0021382,117,6,1,5,20201117,,,115,20210312,14,0,0,14,,,,,,27,20210408,11
PF_0021382,522,2,1,5,20210105,,,114,20210429,17,1,2,14,,,,,,,,
PF_0021277,908,1,1,4,20200925,,,116,20210119,15,2,0,13,,,,,,27,20210215,10
PF_0021382,251,6,1,5,20201222,,,114,20210415,10,0,0,10,,,,,,,,
PF_0021277,1112,0,1,270,20201023,,,116,20210216,21,1,0,20,,,,,,,,
PF_0021291,1216,0,1,270,20200924,,,118,20210120,2,0,0,2,,,,,,,,
PF_0021285,216,5,2,41,20200914,,,118,20210110,18,0,8,10,,,,,,,,
PF_0020239,211,1,2,0,20201004,,,117,20210129,3,0,0,3,,,,,,,,
PF_0021277,1128,0,1,270,20201014,,,118,20210209,16,0,1,15,,,,,,,,
PF_0020266,141,4,1,6,20200923,,,116,20210117,15,0,3,12,,,,,,,,
PF_0021287,441,2,3,22,20200912,,,115,20210105,0,0,0,0,,,,,,,,
PF_0021277,157,1,3,40,20201001,,,116,20210125,7,0,0,7,,,,,,28,20210222,9
PF_0021398,272,5,1,4,20201221,,,114,20210414,16,0,2,14,,,,,,22,20210506,12
PF_0021382,47,3,3,47,20201211,,,115,20210405,19,0,1,18,,,,,,24,20210429,10
PF_0021277,237,1,1,1,20201020,,,119,20210216,16,1,0,15,,,,,,,,
PF_0021277,1230,1,1,4,20201016,,,116,20210209,16,3,0,13,,,,,,,,
PF_0021277,1072,0,2,46,20200920,,,114,20210112,17,0,2,15,,,,,,27,20210208,10
PF_0021277,1245,1,1,4,20200925,,,116,20210119,6,0,0,6,,,,,,27,20210215,11
PF_0021280,255,2,1,4,20200921,,,114,20210113,15,3,0,12,,,,,,22,20210204,12
PF_0021291,1110,1,1,0,20201006,,,114,20210128,14,2,0,12,,,,,,,,
PF_0021277,1293,1,1,5,20200919,,,115,20210112,20,1,1,18,,,,,,27,20210208,10
PF_0021277,692,1,1,4,20201009,,,116,20210202,10,1,0,9,,,,,,,,
PF_0021382,212,4,2,19,20201108,,,116,20210304,20,2,3,15,,,,,,28,20210401,13
PF_0021382,496,1,1,5,20201117,,,115,20210312,16,0,1,15,,,,,,27,20210408,9
PF_0021285,360,4,1,4,20200907,,,116,20210101,20,0,5,15,,,,,,,,
PF_0021290,1,6,1,4,20200908,,,118,20210104,15,0,3,12,,,,,,,,
PF_0021382,366,3,1,5,20201117,,,115,20210312,12,1,1,10,,,,,,27,20210408,12
PF_0021382,28,4,2,35,20201103,,,115,20210226,19,1,0,18,,,,,,27,20210325,11
PF_0021291,1220,0,1,270,20201008,,,113,20210129,15,0,4,11,,,,,,,,
PF_0021277,168,1,1,4,20201002,,,115,20210125,15,1,3,11,,,,,,28,20210222,0
PF_0021277,211,1,1,4,20201009,,,116,20210202,14,0,0,14,,,,,,,,
PF_0021277,1067,0,2,44,20200912,,,115,20210105,14,1,0,13,,,,,,27,20210201,11
PF_0021382,239,4,1,17,20201004,,,116,20210128,8,0,0,8,,,,,,28,20210225,10
PF_0021382,593,0,1,243,20200922,,,116,20210116,11,0,1,10,,,,,,26,20210211,11
PF_0021291,1064,1,1,0,20200922,,,114,20210114,8,0,0,8,,,,,,,,
PF_0021293,87,0,1,270,20201020,,,116,20210213,6,0,0,6,,,,,,,,
PF_0021382,484,1,1,5,20201117,,,115,20210312,16,0,0,16,,,,,,27,20210408,11
PF_0021398,27,1,1,5,20201124,,,114,20210318,17,0,2,15,,,,,,21,20210408,12
PF_0021398,84,0,3,25,20200922,,,114,20210114,15,0,0,15,,,,,,21,20210204,13
PF_0021285,262,3,1,5,20200908,,,118,20210104,4,0,0,4,,,,,,,,
PF_0021280,326,1,1,0,20200913,,,115,20210106,15,3,0,12,,,,,,22,20210128,10
PF_0021282,327,5,1,2,20200921,,,114,20210113,12,1,2,9,,,,,,,,
PF_0021382,333,7,1,5,20201006,,,115,20210129,15,0,0,15,,,,,,27,20210225,11
PF_0021286,160,4,1,5,20201027,,,115,20210219,0,0,0,0,,,,,,,,
PF_0021382,597,0,1,242,20201009,,,115,20210201,13,0,0,13,,,,,,24,20210225,12
PF_0021277,621,1,1,3,20201008,,,117,20210202,13,1,0,12,,,,,,,,
PF_0021382,233,5,1,4,20210104,,,115,20210429,15,0,1,14,,,,,,,,
PF_0021285,220,6,1,5,20200908,,,115,20210101,14,0,2,12,,,,,,,,
PF_0021398,238,0,1,240,20201031,,,115,20210223,13,0,1,12,,,,,,23,20210318,9
PF_0021382,342,3,1,5,20201006,,,115,20210129,14,0,0,14,,,,,,27,20210225,11
PF_0021277,1167,0,1,270,20201025,,,114,20210216,0,0,0,0,,,,,,,,
PF_0021382,103,6,1,17,20201004,,,116,20210128,8,0,2,6,,,,,,28,20210225,8
PF_0021277,992,1,1,4,20201002,,,116,20210126,18,1,0,17,,,,,,27,20210222,11
PF_0021382,361,3,1,5,20200922,,,115,20210115,12,0,0,12,,,,,,27,20210211,10
PF_0021287,535,2,1,6,20200909,,,114,20210101,0,0,0,0,,,,,,,,
PF_0021382,75,6,1,5,20200915,,,115,20210108,14,1,0,13,,,,,,27,20210204,10
PF_0021277,974,1,1,4,20200911,,,116,20210105,16,0,3,13,,,,,,27,20210201,10
PF_0021277,510,1,1,4,20200925,,,116,20210119,10,0,0,10,,,,,,27,20210215,10
PF_0020199,279,0,1,210,20200921,,,114,20210113,13,0,0,13,,,,,,29,20210211,10
PF_0021382,349,3,1,5,20200929,,,114,20210121,14,0,1,13,,,,,,28,20210218,12
PF_0021382,290,13,1,5,20200915,,,115,20210108,12,0,0,12,,,,,,27,20210204,10
PF_0021398,234,0,1,240,20201030,,,113,20210220,12,0,1,11,,,,,,19,20210311,11
PF_0021398,3,1,1,5,20210105,,,114,20210429,18,0,1,17,,,,,,,,
PF_0020199,11,1,2,0,20201027,,,118,20210222,13,0,0,13,,,,,,,,
PF_0021382,69,3,1,5,20201006,,,115,20210129,17,0,0,17,,,,,,27,20210225,11
PF_0021299,112,2,1,5,20201006,,,115,20210129,6,0,0,6,,,,,,,,
PF_0021286,166,1,2,0,20201020,,,115,20210212,0,0,0,0,,,,,,,,
PF_0021277,1318,1,1,4,20201002,,,115,20210125,15,0,0,15,,,,,,28,20210222,0
PF_0021382,527,2,1,4,20201214,,,115,20210408,15,0,0,15,,,,,,,,
PF_0021280,118,7,1,16,20200919,,,115,20210112,13,2,0,11,,,,,,23,20210204,11
PF_0021277,1256,2,1,5,20201024,,,115,20210216,18,0,0,18,,,,,,,,
PF_0021277,61,1,1,5,20200912,,,115,20210105,11,1,2,8,,,,,,27,20210201,10
PF_0021382,229,4,1,5,20201013,,,115,20210205,17,0,1,16,,,,,,27,20210304,10
PF_0021285,80,0,1,243,20200914,,,114,20210106,16,0,0,16,,,,,,,,
PF_0021287,719,1,3,22,20200912,,,116,20210106,0,0,0,0,,,,,,,,
PF_0021382,231,4,1,5,20200922,,,115,20210115,14,2,1,11,,,,,,27,20210211,11
PF_0021398,210,4,1,5,20200915,,,115,20210108,16,0,2,14,,,,,,20,20210128,13
PF_0021277,627,1,1,3,20201008,,,117,20210202,14,0,0,14,,,,,,,,
PF_0021382,168,8,1,5,20201027,,,115,20210219,15,0,1,14,,,,,,27,20210318,11
PF_0021277,845,1,1,4,20201002,,,115,20210125,11,0,0,11,,,,,,28,20210222,0
PF_0021277,888,2,1,4,20201023,,,116,20210216,14,0,0,14,,,,,,,,
PF_0021382,35,4,2,21,20210105,,,114,20210429,16,0,2,14,,,,,,,,
PF_0020426,115,3,1,5,20200915,,,114,20210107,13,0,0,13,,,,,,,,
PF_0021382,376,3,1,5,20201110,,,114,20210304,14,0,0,14,,,,,,28,20210401,11
PF_0021398,396,2,1,11,20210104,,,114,20210428,15,0,0,15,,,,,,,,
PF_0021277,946,1,1,4,20201002,,,133,20210212,9,0,0,9,,,,,,10,20210222,0
PF_0021280,246,2,1,23,20201010,,,115,20210202,15,2,0,13,,,,,,16,20210218,12
PF_0021382,99,6,1,0,20201203,,,115,20210328,13,0,0,13,,,,,,25,20210422,11
PF_0021277,155,1,1,4,20200925,,,116,20210119,17,2,0,15,,,,,,27,20210215,10
PF_0021277,358,2,1,4,20201023,,,116,20210216,13,1,0,12,,,,,,,,
PF_0021287,534,2,1,5,20200915,,,114,20210107,0,0,0,0,,,,,,,,
PF_0021291,1215,0,1,270,20200923,,,115,20210116,11,0,1,10,,,,,,,,
PF_0021285,251,3,2,22,20200909,,,118,20210105,23,0,7,16,,,,,,,,
PF_0021277,541,0,4,55,20200907,,,116,20210101,14,2,0,12,,,,,,24,20210125,10
PF_0020199,229,1,1,5,20200919,,,117,20210114,10,0,0,10,,,,,,28,20210211,10
PF_0021280,53,7,1,5,20200915,,,114,20210107,15,3,0,12,,,,,,21,20210128,10
PF_0021277,162,1,1,4,20201002,,,115,20210125,16,0,0,16,,,,,,28,20210222,0
PF_0021281,33,4,1,5,20200915,,,116,20210109,13,2,0,11,,,,,,,,
PF_0021382,413,3,1,6,20201223,,,114,20210416,15,0,0,15,,,,,,,,
PF_0020199,190,2,1,5,20201029,,,114,20210220,15,0,0,15,,,,,,,,
PF_0021398,232,0,1,240,20201030,,,112,20210219,12,0,0,12,,,,,,20,20210311,11
PF_0021382,58,4,1,21,20201210,,,115,20210404,17,0,2,15,,,,,,25,20210429,10
PF_0021290,370,5,1,4,20200911,,,116,20210105,14,0,2,12,,,,,,,,
PF_0020199,231,1,1,5,20200915,,,114,20210107,12,0,0,12,,,,,,27,20210203,9
PF_0021277,1406,1,1,5,20201017,,,115,20210209,15,0,0,15,,,,,,,,
PF_0021398,176,4,1,0,20200929,,,113,20210120,14,0,0,14,,,,,,22,20210211,11
PF_0020199,128,3,1,5,20201029,,,118,20210224,12,0,0,12,,,,,,,,
PF_0021282,183,5,1,6,20201006,,,113,20210127,15,2,0,13,,,,,,,,
PF_0021277,591,1,1,6,20200913,,,114,20210105,18,1,3,14,,,,,,27,20210201,9
PF_0021277,792,1,1,3,20201015,,,117,20210209,9,0,0,9,,,,,,,,
PF_0021290,153,2,1,3,20200918,,,116,20210112,16,0,2,14,,,,,,,,
PF_0021382,323,7,1,5,20201027,,,115,20210219,12,0,1,11,,,,,,27,20210318,11
PF_0020239,221,0,2,0,20200915,,,116,20210109,11,0,1,10,,,,,,23,20210201,9
PF_0021277,952,1,1,5,20201003,,,114,20210125,15,1,2,12,,,,,,28,20210222,0
PF_0021382,76,6,1,5,20201117,,,115,20210312,18,0,1,17,,,,,,27,20210408,11
PF_0021291,1081,1,1,0,20200929,,,114,20210121,13,0,0,13,,,,,,,,
PF_0021291,1077,1,1,0,20201007,,,114,20210129,7,0,0,7,,,,,,,,
PF_0021277,938,1,1,5,20200919,,,115,20210112,11,1,0,10,,,,,,27,20210208,10
PF_0021382,278,7,1,0,20200910,,,115,20210103,17,2,0,15,,,,,,25,20210128,11
PF_0021398,179,4,1,5,20201201,,,115,20210326,16,0,1,15,,,,,,20,20210415,13
PF_0021382,41,4,1,5,20201124,,,115,20210319,18,0,1,17,,,,,,27,20210415,11
PF_0021382,591,0,1,244,20201126,,,112,20210318,15,0,0,15,,,,,,28,20210415,11
PF_0021382,119,6,1,5,20201229,,,114,20210422,15,2,0,13,,,,,,,,
PF_0021277,120,1,1,1,20200915,,,119,20210112,4,0,0,4,,,,,,27,20210208,10
PF_0021277,1321,1,1,4,20201016,,,116,20210209,12,2,0,10,,,,,,,,
PF_0021382,442,2,2,20,20201123,,,115,20210318,18,1,1,16,,,,,,28,20210415,12
PF_0021382,14,6,1,4,20201116,,,115,20210311,16,0,0,16,,,,,,28,20210408,9
PF_0021281,217,6,1,5,20200915,,,118,20210111,17,3,0,14,,,,,,,,
PF_0021290,423,6,1,15,20200910,,,117,20210105,18,0,4,14,,,,,,,,
PF_0021398,327,0,1,240,20201204,,,113,20210327,12,0,0,12,,,,,,19,20210415,11
PF_0021285,288,3,1,5,20200915,,,116,20210109,0,0,1,-1,,,,,,,,
PF_0021290,517,2,1,4,20200914,,,117,20210109,13,0,2,11,,,,,,,,
PF_0021398,255,5,1,7,20201022,,,112,20210211,12,0,0,12,,,,,,21,20210304,11
PF_0021382,428,1,3,22,20201212,,,116,20210407,14,1,3,10,,,,,,,,
PF_0021398,380,2,2,26,20201027,,,114,20210218,13,0,1,12,,,,,,21,20210311,11
PF_0020199,278,0,1,210,20200921,,,115,20210114,12,0,1,11,,,,,,28,20210211,8
PF_0021382,252,9,1,5,20201013,,,115,20210205,13,0,0,13,,,,,,27,20210304,10
PF_0021277,99,1,2,20,20201002,,,116,20210126,16,0,1,15,,,,,,27,20210222,0
PF_0021382,425,3,1,5,20201229,,,114,20210422,15,1,1,13,,,,,,,,
PF_0020199,12,1,1,5,20200915,,,145,20210207,11,0,1,10,,,,,,,,
PF_0021382,122,5,1,21,20200917,,,115,20210110,11,0,0,11,,,,,,25,20210204,11
PF_0021277,669,1,1,5,20200919,,,115,20210112,4,3,0,1,,,,,,27,20210208,0
PF_0021277,49,1,1,5,20200919,,,115,20210112,15,0,0,15,,,,,,27,20210208,10
PF_0021277,509,1,1,4,20200911,,,116,20210105,19,0,0,19,,,,,,27,20210201,10
PF_0021295,5,1,1,4,20201012,,,116,20210205,13,0,0,13,,,,,,,,
PF_0021398,340,0,1,240,20201214,,,110,20210403,13,0,2,11,,,,,,26,20210429,10
PF_0021277,836,1,2,48,20201001,,,116,20210125,13,0,0,13,,,,,,28,20210222,10
PF_0021382,42,4,1,5,20201020,,,115,20210212,13,0,0,13,,,,,,27,20210311,13
PF_0021382,602,0,1,243,20200927,,,115,20210120,15,0,0,15,,,,,,29,20210218,10
PF_0021292,25,2,1,8,20200910,,,113,20210101,10,1,0,9,,,,,,,,
PF_0021277,1348,1,1,5,20200912,,,115,20210105,19,3,0,16,,,,,,27,20210201,11
PF_0021382,227,4,1,4,20200913,,,115,20210106,19,1,1,17,,,,,,29,20210204,12
PF_0021291,1098,1,1,0,20201007,,,114,20210129,9,0,0,9,,,,,,,,
PF_0021382,540,2,1,4,20210104,,,114,20210428,19,0,0,19,,,,,,,,
PF_0021292,59,7,1,4,20201002,,,110,20210120,14,3,0,11,,,,,,,,
PF_0021382,5,4,1,5,20201103,,,115,20210226,19,0,1,18,,,,,,27,20210325,12
PF_0021398,191,4,1,5,20201117,,,114,20210311,14,0,0,14,,,,,,21,20210401,12
PF_0021382,63,4,1,5,20201124,,,113,20210317,14,0,1,13,,,,,,29,20210415,11
PF_0020239,11,2,1,93,20200930,,,115,20210123,8,0,0,8,,,,,,,,
PF_0021382,45,4,1,19,20201110,,,116,20210306,20,1,1,18,,,,,,26,20210401,11
PF_0021382,116,6,1,4,20210104,,,115,20210429,15,0,2,13,,,,,,,,
PF_0021277,297,1,1,4,20201009,,,116,20210202,12,0,0,12,,,,,,,,
PF_0021277,869,0,2,144,20200912,,,115,20210105,18,0,3,15,,,,,,20,20210125,8
PF_0021277,982,1,1,5,20201017,,,115,20210209,17,1,0,16,,,,,,,,
PF_0021293,213,2,1,5,20201013,,,117,20210207,12,0,0,12,,,,,,,,
PF_0020426,146,2,2,21,20200915,,,114,20210107,16,0,0,16,,,,,,,,
PF_0021398,394,5,1,6,20200930,,,113,20210121,15,0,2,13,,,,,,21,20210211,9
PF_0021277,741,1,1,3,20201001,,,116,20210125,4,0,0,4,,,,,,28,20210222,0
PF_0021277,1384,1,1,4,20200925,,,116,20210119,14,0,0,14,,,,,,27,20210215,11
PF_0021277,1132,0,1,270,20201017,,,115,20210209,17,0,0,17,,,,,,,,
PF_0021398,207,4,2,111,20201228,,,114,20210421,12,0,0,12,,,,,,,,
PF_0021280,252,2,1,5,20200929,,,114,20210121,14,1,0,13,,,,,,21,20210211,7
PF_0021277,64,1,1,4,20201023,,,116,20210216,10,0,0,10,,,,,,,,
PF_0020239,60,1,1,6,20201004,,,114,20210126,3,0,1,2,,,,,,,,
PF_0021282,328,0,1,254,20200920,,,115,20210113,15,2,0,13,,,,,,,,
PF_0021277,972,1,1,11,20201009,,,116,20210202,12,0,0,12,,,,,,,,
PF_0021295,127,1,1,59,20200913,,,116,20210107,11,0,0,11,,,,,,24,20210131,11
