id,_id,sensor_ver,msg_ver,sensorID,macAddr,battery,temp,hPa,acc_x,acc_y,acc_z,vector,rssi,time,packetnum,krTime
5970,2022-08-04 4:55,N,4,18,60:A4:23:C9:A0:E3,3.1,33.8,1006,66,77,85,152,69,2022-08-04 4:55,28,2022-08-04 13:55
5971,2022-08-04 4:56,N,4,10,60:A4:23:C9:A0:4C,3,30.5,1006,98,97,86,188,73,2022-08-04 4:56,30,2022-08-04 13:56
5972,2022-08-04 4:56,N,4,19,60:A4:23:D4:5D:84,3,34.6,1028,56,57,57,113,73,2022-08-04 4:56,28,2022-08-04 13:56
5973,2022-08-04 4:58,N,4,13,60:A4:23:C9:A0:3E,3,33.3,1024,78,85,79,164,69,2022-08-04 4:58,29,2022-08-04 13:58
5974,2022-08-04 4:59,N,4,14,60:A4:23:C9:A0:2F,3.1,32.5,1017,80,88,76,164,67,2022-08-04 4:59,29,2022-08-04 13:59
5975,2022-08-04 5:00,N,4,11,60:A4:23:C9:A0:9B,3,32.8,1011,78,73,64,144,71,2022-08-04 5:00,30,2022-08-04 14:00
5976,2022-08-04 5:01,N,4,15,60:A4:23:C9:A0:3B,3,32,1028,107,117,97,215,82,2022-08-04 5:01,29,2022-08-04 14:01
5977,2022-08-04 5:02,N,4,12,60:A4:23:C9:A0:4D,3,29.4,1024,93,114,90,200,75,2022-08-04 5:02,30,2022-08-04 14:02
5978,2022-08-04 5:02,N,4,16,60:A4:23:D4:5D:A3,3.1,32.5,1006,81,105,89,186,78,2022-08-04 5:02,29,2022-08-04 14:02
5979,2022-08-04 5:04,N,4,17,60:A4:23:D4:5D:C7,3.1,31,1009,90,104,84,188,80,2022-08-04 5:04,29,2022-08-04 14:04
5980,2022-08-04 5:05,V,3,001C,60:A4:23:7F:49:30,1.3,30.6,1005,8,6,15,21,93,2022-08-04 5:05,250,2022-08-04 14:05
5981,2022-08-04 5:05,N,4,18,60:A4:23:C9:A0:E3,3.1,33.7,1006,116,133,100,233,74,2022-08-04 5:05,29,2022-08-04 14:05
5982,2022-08-04 5:05,V,3,001D,60:A4:23:7F:3D:52,1.3,26.2,1005,6,5,7,12,92,2022-08-04 5:05,24,2022-08-04 14:05
5983,2022-08-04 5:06,N,4,10,60:A4:23:C9:A0:4C,3,30.6,1006,74,103,75,171,71,2022-08-04 5:06,31,2022-08-04 14:06
5984,2022-08-04 5:06,N,4,19,60:A4:23:D4:5D:84,3,34.4,1028,69,100,65,157,72,2022-08-04 5:06,29,2022-08-04 14:06
5985,2022-08-04 5:08,N,4,13,60:A4:23:C9:A0:3E,3,33.3,1024,75,118,63,175,72,2022-08-04 5:08,30,2022-08-04 14:08
5986,2022-08-04 5:09,N,4,14,60:A4:23:C9:A0:2F,3.1,32.7,1017,70,107,67,167,66,2022-08-04 5:09,30,2022-08-04 14:09
5987,2022-08-04 5:10,N,4,11,60:A4:23:C9:A0:9B,3,33.2,1011,64,80,52,132,74,2022-08-04 5:10,31,2022-08-04 14:10
5988,2022-08-04 5:11,N,4,15,60:A4:23:C9:A0:3B,3,31.4,1028,86,124,71,193,78,2022-08-04 5:11,30,2022-08-04 14:11
5989,2022-08-04 5:12,V,3,001A,60:A4:23:7C:A5:F3,1.1,28.9,1005,24,17,47,63,97,2022-08-04 5:12,24,2022-08-04 14:12
5990,2022-08-04 5:12,N,4,12,60:A4:23:C9:A0:4D,3,28.9,1024,72,125,90,195,73,2022-08-04 5:12,31,2022-08-04 14:12
5991,2022-08-04 5:12,N,4,16,60:A4:23:D4:5D:A3,3.1,32.6,1006,88,130,77,200,76,2022-08-04 5:12,30,2022-08-04 14:12
5992,2022-08-04 5:14,N,4,17,60:A4:23:D4:5D:C7,3.1,31.1,1009,81,104,68,170,72,2022-08-04 5:14,30,2022-08-04 14:14
5993,2022-08-04 5:15,V,3,001C,60:A4:23:7F:49:30,1.3,30.6,1005,7,5,12,18,91,2022-08-04 5:15,251,2022-08-04 14:15
5994,2022-08-04 5:15,N,4,18,60:A4:23:C9:A0:E3,3.1,33.7,1006,76,119,73,181,71,2022-08-04 5:15,30,2022-08-04 14:15
5995,2022-08-04 5:15,V,3,001D,60:A4:23:7F:3D:52,1.3,26.1,1005,6,5,8,13,95,2022-08-04 5:15,25,2022-08-04 14:15
5996,2022-08-04 5:16,N,4,10,60:A4:23:C9:A0:4C,3,30.2,1006,85,110,69,178,72,2022-08-04 5:16,32,2022-08-04 14:16
5997,2022-08-04 5:16,N,4,19,60:A4:23:D4:5D:84,3,33.4,1028,51,79,55,125,74,2022-08-04 5:16,30,2022-08-04 14:16
5998,2022-08-04 5:18,N,4,13,60:A4:23:C9:A0:3E,3,32.9,1024,60,88,51,135,84,2022-08-04 5:18,31,2022-08-04 14:18
5999,2022-08-04 5:19,V,3,001B,60:A4:23:7F:3D:48,1.3,28,1005,10,9,17,25,95,2022-08-04 5:19,25,2022-08-04 14:19
6000,2022-08-04 5:19,N,4,14,60:A4:23:C9:A0:2F,3.1,32.6,1017,73,98,73,164,78,2022-08-04 5:19,31,2022-08-04 14:19
6001,2022-08-04 5:20,N,4,11,60:A4:23:C9:A0:9B,3,33.4,1011,68,90,53,143,82,2022-08-04 5:20,32,2022-08-04 14:20
6002,2022-08-04 5:21,N,4,15,60:A4:23:C9:A0:3B,3,31.1,1028,68,101,61,156,71,2022-08-04 5:21,31,2022-08-04 14:21
6003,2022-08-04 5:22,N,4,12,60:A4:23:C9:A0:4D,3,28.7,1024,40,52,42,91,77,2022-08-04 5:22,32,2022-08-04 14:22
6004,2022-08-04 5:22,N,4,16,60:A4:23:D4:5D:A3,3.1,32.3,1006,64,94,57,146,69,2022-08-04 5:22,31,2022-08-04 14:22
6005,2022-08-04 5:24,N,4,17,60:A4:23:D4:5D:C7,3.1,30.8,1009,59,81,52,130,72,2022-08-04 5:24,31,2022-08-04 14:24
6006,2022-08-04 5:25,V,3,001C,60:A4:23:7F:49:30,1.3,30.4,1005,7,5,12,17,95,2022-08-04 5:25,252,2022-08-04 14:25
6007,2022-08-04 5:25,N,4,18,60:A4:23:C9:A0:E3,3.1,33.7,1006,44,65,43,104,81,2022-08-04 5:25,31,2022-08-04 14:25
6008,2022-08-04 5:25,V,3,001D,60:A4:23:7F:3D:52,1.3,25.9,1005,5,5,7,12,95,2022-08-04 5:25,26,2022-08-04 14:25
6009,2022-08-04 5:26,N,4,10,60:A4:23:C9:A0:4C,3,30.3,1006,76,103,64,164,77,2022-08-04 5:26,33,2022-08-04 14:26
6010,2022-08-04 5:26,N,4,19,60:A4:23:D4:5D:84,3,33.3,1028,79,85,83,164,72,2022-08-04 5:26,31,2022-08-04 14:26
6011,2022-08-04 5:28,N,4,13,60:A4:23:C9:A0:3E,3,33,1024,38,57,31,87,78,2022-08-04 5:28,32,2022-08-04 14:28
6012,2022-08-04 5:29,V,3,001B,60:A4:23:7F:3D:48,1.3,27.9,1005,10,9,16,25,93,2022-08-04 5:29,26,2022-08-04 14:29
6013,2022-08-04 5:29,N,4,14,60:A4:23:C9:A0:2F,3.1,32.5,1017,59,81,61,136,80,2022-08-04 5:29,32,2022-08-04 14:29
6014,2022-08-04 5:30,N,4,11,60:A4:23:C9:A0:9B,3,33.5,1011,71,89,56,145,71,2022-08-04 5:30,33,2022-08-04 14:30
6015,2022-08-04 5:31,N,4,15,60:A4:23:C9:A0:3B,3,31.1,1028,50,74,43,113,84,2022-08-04 5:31,32,2022-08-04 14:31
6016,2022-08-04 5:32,N,4,12,60:A4:23:C9:A0:4D,3,28,1024,25,27,31,56,74,2022-08-04 5:32,33,2022-08-04 14:32
6017,2022-08-04 5:32,N,4,16,60:A4:23:D4:5D:A3,3.1,32.1,1006,67,77,62,138,72,2022-08-04 5:32,32,2022-08-04 14:32
6018,2022-08-04 5:34,N,4,17,60:A4:23:D4:5D:C7,3.1,30.5,1009,44,59,41,97,77,2022-08-04 5:34,32,2022-08-04 14:34
6019,2022-08-04 5:35,V,3,001C,60:A4:23:7F:49:30,1.3,30.3,1005,7,5,11,17,94,2022-08-04 5:35,253,2022-08-04 14:35
6020,2022-08-04 5:35,N,4,18,60:A4:23:C9:A0:E3,3.1,34,1006,19,28,21,46,90,2022-08-04 5:35,32,2022-08-04 14:35
6021,2022-08-04 5:36,N,4,10,60:A4:23:C9:A0:4C,3,30.7,1006,62,87,59,141,82,2022-08-04 5:36,34,2022-08-04 14:36
6022,2022-08-04 5:36,N,4,19,60:A4:23:D4:5D:84,3,33.5,1028,38,59,41,94,71,2022-08-04 5:36,32,2022-08-04 14:36
6023,2022-08-04 5:38,N,4,13,60:A4:23:C9:A0:3E,3,33.5,1024,34,40,26,68,71,2022-08-04 5:38,33,2022-08-04 14:38
6024,2022-08-04 5:39,N,4,14,60:A4:23:C9:A0:2F,3.1,32.7,1017,48,64,48,108,73,2022-08-04 5:39,33,2022-08-04 14:39
6025,2022-08-04 5:40,N,4,11,60:A4:23:C9:A0:9B,3,33.5,1011,55,73,46,117,72,2022-08-04 5:40,34,2022-08-04 14:40
6026,2022-08-04 5:41,N,4,15,60:A4:23:C9:A0:3B,3,31.3,1028,59,69,53,124,71,2022-08-04 5:41,33,2022-08-04 14:41
6027,2022-08-04 5:42,V,3,001A,60:A4:23:7C:A5:F3,1.1,28.4,1005,23,16,47,62,93,2022-08-04 5:42,27,2022-08-04 14:42
6028,2022-08-04 5:42,N,4,12,60:A4:23:C9:A0:4D,3,28.8,1024,35,44,36,77,78,2022-08-04 5:42,34,2022-08-04 14:42
6029,2022-08-04 5:42,N,4,16,60:A4:23:D4:5D:A3,3.1,32.4,1006,51,66,49,112,71,2022-08-04 5:42,33,2022-08-04 14:42
6030,2022-08-04 5:44,V,3,001E,60:A4:23:7F:3D:60,1.3,29.5,1005,5,4,6,10,96,2022-08-04 5:44,28,2022-08-04 14:44
6031,2022-08-04 5:44,N,4,17,60:A4:23:D4:5D:C7,3.1,30.5,1009,50,64,54,114,77,2022-08-04 5:44,33,2022-08-04 14:44
6032,2022-08-04 5:45,V,3,001C,60:A4:23:7F:49:30,1.3,30.2,1005,7,6,13,18,96,2022-08-04 5:45,254,2022-08-04 14:45
6033,2022-08-04 5:45,N,4,18,60:A4:23:C9:A0:E3,3.1,34,1006,54,74,59,126,76,2022-08-04 5:45,33,2022-08-04 14:45
6034,2022-08-04 5:45,V,3,001D,60:A4:23:7F:3D:52,1.3,25.7,1005,6,5,8,13,92,2022-08-04 5:45,28,2022-08-04 14:45
6035,2022-08-04 5:46,N,4,10,60:A4:23:C9:A0:4C,3,30.5,1006,65,81,55,134,78,2022-08-04 5:46,35,2022-08-04 14:46
6036,2022-08-04 5:46,N,4,19,60:A4:23:D4:5D:84,3,33.4,1028,22,36,25,57,76,2022-08-04 5:46,33,2022-08-04 14:46
6037,2022-08-04 5:48,N,4,13,60:A4:23:C9:A0:3E,3,33.4,1024,37,48,34,81,94,2022-08-04 5:48,34,2022-08-04 14:48
6038,2022-08-04 5:49,N,4,14,60:A4:23:C9:A0:2F,3.1,33.1,1017,50,66,44,107,78,2022-08-04 5:49,34,2022-08-04 14:49
6039,2022-08-04 5:50,N,4,11,60:A4:23:C9:A0:9B,3,33.7,1011,57,66,47,114,74,2022-08-04 5:50,35,2022-08-04 14:50
6040,2022-08-04 5:51,N,4,15,60:A4:23:C9:A0:3B,3,31.5,1028,38,58,41,94,70,2022-08-04 5:51,34,2022-08-04 14:51
6041,2022-08-04 5:52,N,4,12,60:A4:23:C9:A0:4D,3,29.4,1024,44,55,47,100,69,2022-08-04 5:52,35,2022-08-04 14:52
6042,2022-08-04 5:52,N,4,16,60:A4:23:D4:5D:A3,3.1,33,1006,37,42,37,78,81,2022-08-04 5:52,34,2022-08-04 14:52
6043,2022-08-04 5:54,N,4,17,60:A4:23:D4:5D:C7,3.1,30.7,1009,44,47,45,92,87,2022-08-04 5:54,34,2022-08-04 14:54
6044,2022-08-04 5:55,V,3,001C,60:A4:23:7F:49:30,1.3,30.1,1005,7,6,14,19,94,2022-08-04 5:55,255,2022-08-04 14:55
6045,2022-08-04 5:55,N,4,18,60:A4:23:C9:A0:E3,3.1,34.3,1006,56,63,60,120,73,2022-08-04 5:55,34,2022-08-04 14:55
6046,2022-08-04 5:55,V,3,001D,60:A4:23:7F:3D:52,1.3,25.7,1005,5,5,7,12,91,2022-08-04 5:55,29,2022-08-04 14:55
6047,2022-08-04 5:56,N,4,10,60:A4:23:C9:A0:4C,3,31,1006,53,67,46,113,82,2022-08-04 5:56,36,2022-08-04 14:56
6048,2022-08-04 5:56,N,4,19,60:A4:23:D4:5D:84,3,33.7,1028,46,62,49,105,88,2022-08-04 5:56,34,2022-08-04 14:56
6049,2022-08-04 5:58,N,4,13,60:A4:23:C9:A0:3E,3,33.9,1024,41,53,38,89,74,2022-08-04 5:58,35,2022-08-04 14:58
6050,2022-08-04 5:59,N,4,14,60:A4:23:C9:A0:2F,3.1,33.5,1017,15,22,14,35,72,2022-08-04 5:59,35,2022-08-04 14:59
6051,2022-08-04 6:00,N,4,11,60:A4:23:C9:A0:9B,3,34.1,1011,21,23,17,41,75,2022-08-04 6:00,36,2022-08-04 15:00
6052,2022-08-04 6:01,N,4,15,60:A4:23:C9:A0:3B,3,32.2,1028,44,51,38,90,83,2022-08-04 6:01,35,2022-08-04 15:01
6053,2022-08-04 6:02,V,3,001A,60:A4:23:7C:A5:F3,1.1,28.3,1005,24,17,50,64,94,2022-08-04 6:02,29,2022-08-04 15:02
6054,2022-08-04 6:02,N,4,12,60:A4:23:C9:A0:4D,3,29.9,1024,46,50,47,95,73,2022-08-04 6:02,36,2022-08-04 15:02
6055,2022-08-04 6:02,N,4,16,60:A4:23:D4:5D:A3,3.1,33,1006,64,68,55,126,68,2022-08-04 6:02,35,2022-08-04 15:02
6056,2022-08-04 6:04,N,4,17,60:A4:23:D4:5D:C7,3.1,31.2,1009,23,34,28,58,91,2022-08-04 6:04,35,2022-08-04 15:04
6057,2022-08-04 6:05,N,4,18,60:A4:23:C9:A0:E3,3.1,34.8,1006,13,18,14,31,91,2022-08-04 6:05,35,2022-08-04 15:05
6058,2022-08-04 6:05,V,3,001D,60:A4:23:7F:3D:52,1.3,25.6,1004,5,5,7,12,92,2022-08-04 6:05,30,2022-08-04 15:05
6059,2022-08-04 6:06,N,4,10,60:A4:23:C9:A0:4C,3,31.3,1006,24,30,23,52,87,2022-08-04 6:06,37,2022-08-04 15:06
6060,2022-08-04 6:06,N,4,19,60:A4:23:D4:5D:84,3,34.2,1028,35,42,34,75,67,2022-08-04 6:06,35,2022-08-04 15:06
6061,2022-08-04 6:08,N,4,13,60:A4:23:C9:A0:3E,3,33.8,1024,57,79,56,132,64,2022-08-04 6:08,36,2022-08-04 15:08
6062,2022-08-04 6:09,V,3,001B,60:A4:23:7F:3D:48,1.3,27.6,1005,10,11,18,26,94,2022-08-04 6:09,30,2022-08-04 15:09
6063,2022-08-04 6:09,N,4,14,60:A4:23:C9:A0:2F,3.1,33.5,1017,7,7,9,16,79,2022-08-04 6:09,36,2022-08-04 15:09
6064,2022-08-04 6:10,N,4,11,60:A4:23:C9:A0:9B,3,34.5,1011,23,31,21,51,85,2022-08-04 6:10,37,2022-08-04 15:10
6065,2022-08-04 6:11,N,4,15,60:A4:23:C9:A0:3B,3,32.6,1028,39,48,35,83,86,2022-08-04 6:11,36,2022-08-04 15:11
6066,2022-08-04 6:12,N,4,12,60:A4:23:C9:A0:4D,3,30,1024,47,56,50,103,72,2022-08-04 6:12,37,2022-08-04 15:12
6067,2022-08-04 6:12,N,4,16,60:A4:23:D4:5D:A3,3.1,33.4,1006,25,37,25,59,64,2022-08-04 6:12,36,2022-08-04 15:12
6068,2022-08-04 6:14,N,4,17,60:A4:23:D4:5D:C7,3.1,31.7,1009,51,59,52,109,88,2022-08-04 6:14,36,2022-08-04 15:14
6069,2022-08-04 6:15,V,3,001C,60:A4:23:7F:49:30,1.3,30,1004,7,6,14,19,91,2022-08-04 6:15,1,2022-08-04 15:15
6070,2022-08-04 6:15,N,4,18,60:A4:23:C9:A0:E3,3.1,35,1006,30,35,34,67,76,2022-08-04 6:15,36,2022-08-04 15:15
6071,2022-08-04 6:15,V,3,001D,60:A4:23:7F:3D:52,1.3,25.5,1004,6,5,7,13,92,2022-08-04 6:15,31,2022-08-04 15:15
6072,2022-08-04 6:16,N,4,10,60:A4:23:C9:A0:4C,3,31.4,1006,50,66,49,112,78,2022-08-04 6:16,38,2022-08-04 15:16
6073,2022-08-04 6:16,N,4,19,60:A4:23:D4:5D:84,3,34.6,1028,35,44,39,80,88,2022-08-04 6:16,36,2022-08-04 15:16
6074,2022-08-04 6:18,N,4,13,60:A4:23:C9:A0:3E,3,33.8,1024,17,23,16,39,75,2022-08-04 6:18,37,2022-08-04 15:18
6075,2022-08-04 6:19,N,4,14,60:A4:23:C9:A0:2F,3.1,34,1017,8,8,9,18,68,2022-08-04 6:19,37,2022-08-04 15:19
6076,2022-08-04 6:20,N,4,11,60:A4:23:C9:A0:9B,3,34.5,1011,23,30,23,52,76,2022-08-04 6:20,38,2022-08-04 15:20
6077,2022-08-04 6:21,N,4,15,60:A4:23:C9:A0:3B,3,32.8,1028,39,53,41,89,79,2022-08-04 6:21,37,2022-08-04 15:21
6078,2022-08-04 6:22,N,4,12,60:A4:23:C9:A0:4D,3,30,1024,54,64,63,123,75,2022-08-04 6:22,38,2022-08-04 15:22
6079,2022-08-04 6:22,N,4,16,60:A4:23:D4:5D:A3,3.1,33.7,1006,46,60,46,102,67,2022-08-04 6:22,37,2022-08-04 15:22
6080,2022-08-04 6:24,V,3,001E,60:A4:23:7F:3D:60,1.3,29.2,1004,4,4,6,10,94,2022-08-04 6:24,32,2022-08-04 15:24
6081,2022-08-04 6:24,N,4,17,60:A4:23:D4:5D:C7,3.1,31.9,1009,50,63,52,111,85,2022-08-04 6:24,37,2022-08-04 15:24
6082,2022-08-04 6:25,N,4,18,60:A4:23:C9:A0:E3,3.1,34.9,1006,61,87,77,152,78,2022-08-04 6:25,37,2022-08-04 15:25
6083,2022-08-04 6:25,V,3,001D,60:A4:23:7F:3D:52,1.3,25.4,1004,6,4,8,13,93,2022-08-04 6:25,32,2022-08-04 15:25
6084,2022-08-04 6:26,N,4,10,60:A4:23:C9:A0:4C,3,31.6,1006,65,80,62,141,69,2022-08-04 6:26,39,2022-08-04 15:26
6085,2022-08-04 6:26,N,4,19,60:A4:23:D4:5D:84,3,34.4,1028,45,62,51,107,70,2022-08-04 6:26,37,2022-08-04 15:26
6086,2022-08-04 6:28,N,4,13,60:A4:23:C9:A0:3E,3,33.9,1024,56,79,50,125,82,2022-08-04 6:28,38,2022-08-04 15:28
6087,2022-08-04 6:29,V,3,001B,60:A4:23:7F:3D:48,1.3,27.4,1004,9,11,17,26,94,2022-08-04 6:29,32,2022-08-04 15:29
6088,2022-08-04 6:29,N,4,14,60:A4:23:C9:A0:2F,3.1,33.7,1017,63,86,63,143,74,2022-08-04 6:29,38,2022-08-04 15:29
6089,2022-08-04 6:30,N,4,11,60:A4:23:C9:A0:9B,3,34.2,1011,44,55,37,90,77,2022-08-04 6:30,39,2022-08-04 15:30
6090,2022-08-04 6:31,N,4,15,60:A4:23:C9:A0:3B,3,32.7,1028,40,58,40,93,73,2022-08-04 6:31,38,2022-08-04 15:31
6091,2022-08-04 6:32,N,4,12,60:A4:23:C9:A0:4D,3,30,1024,68,102,75,166,76,2022-08-04 6:32,39,2022-08-04 15:32
6092,2022-08-04 6:32,N,4,16,60:A4:23:D4:5D:A3,3.1,33.6,1006,65,79,72,144,68,2022-08-04 6:32,38,2022-08-04 15:32
6093,2022-08-04 6:34,N,4,17,60:A4:23:D4:5D:C7,3.1,31.7,1009,27,36,31,64,76,2022-08-04 6:34,38,2022-08-04 15:34
6094,2022-08-04 6:35,V,3,001C,60:A4:23:7F:49:30,1.3,29.8,1004,7,6,14,20,94,2022-08-04 6:35,3,2022-08-04 15:35
6095,2022-08-04 6:35,N,4,18,60:A4:23:C9:A0:E3,3.1,34.4,1006,54,68,61,124,75,2022-08-04 6:35,38,2022-08-04 15:35
6096,2022-08-04 6:35,V,3,001D,60:A4:23:7F:3D:52,1.3,25.3,1004,6,5,7,13,94,2022-08-04 6:35,33,2022-08-04 15:35
6097,2022-08-04 6:36,N,4,10,60:A4:23:C9:A0:4C,3,31.2,1006,50,61,45,105,69,2022-08-04 6:36,40,2022-08-04 15:36
6098,2022-08-04 6:36,N,4,19,60:A4:23:D4:5D:84,3,34.1,1028,54,84,57,131,72,2022-08-04 6:36,38,2022-08-04 15:36
6099,2022-08-04 6:38,N,4,13,60:A4:23:C9:A0:3E,3,33.6,1024,54,75,48,119,76,2022-08-04 6:38,39,2022-08-04 15:38
6100,2022-08-04 6:39,N,4,14,60:A4:23:C9:A0:2F,3.1,32.9,1017,63,83,60,138,72,2022-08-04 6:39,39,2022-08-04 15:39
6101,2022-08-04 6:40,N,4,11,60:A4:23:C9:A0:9B,3,33.9,1011,38,54,37,87,73,2022-08-04 6:40,40,2022-08-04 15:40
6102,2022-08-04 6:41,N,4,15,60:A4:23:C9:A0:3B,3,32.5,1028,39,53,36,86,68,2022-08-04 6:41,39,2022-08-04 15:41
6103,2022-08-04 6:42,N,4,12,60:A4:23:C9:A0:4D,3,29.5,1024,62,88,69,149,75,2022-08-04 6:42,40,2022-08-04 15:42
6104,2022-08-04 6:42,N,4,16,60:A4:23:D4:5D:A3,3.1,33.3,1006,64,86,58,140,77,2022-08-04 6:42,39,2022-08-04 15:42
6105,2022-08-04 6:44,V,3,001E,60:A4:23:7F:3D:60,1.3,29.2,1004,4,4,6,10,94,2022-08-04 6:44,34,2022-08-04 15:44
6106,2022-08-04 6:44,N,4,17,60:A4:23:D4:5D:C7,3.1,31.6,1009,30,46,35,75,69,2022-08-04 6:44,39,2022-08-04 15:44
6107,2022-08-04 6:45,V,3,001C,60:A4:23:7F:49:30,1.3,29.8,1004,7,6,15,20,91,2022-08-04 6:45,4,2022-08-04 15:45
6108,2022-08-04 6:45,N,4,18,60:A4:23:C9:A0:E3,3.1,34,1006,51,70,59,122,69,2022-08-04 6:45,39,2022-08-04 15:45
6109,2022-08-04 6:46,N,4,10,60:A4:23:C9:A0:4C,3,30.9,1006,57,80,47,126,76,2022-08-04 6:46,41,2022-08-04 15:46
6110,2022-08-04 6:46,N,4,19,60:A4:23:D4:5D:84,3,33.6,1028,53,74,52,121,70,2022-08-04 6:46,39,2022-08-04 15:46
6111,2022-08-04 6:48,N,4,13,60:A4:23:C9:A0:3E,3,33.4,1024,57,87,53,133,73,2022-08-04 6:48,40,2022-08-04 15:48
6112,2022-08-04 6:49,N,4,14,60:A4:23:C9:A0:2F,3.1,33,1017,72,68,61,136,64,2022-08-04 6:49,40,2022-08-04 15:49
6113,2022-08-04 6:50,N,4,11,60:A4:23:C9:A0:9B,3,33.1,1011,42,47,42,88,62,2022-08-04 6:50,41,2022-08-04 15:50
6114,2022-08-04 6:51,N,4,15,60:A4:23:C9:A0:3B,3,32.5,1028,76,81,75,155,75,2022-08-04 6:51,40,2022-08-04 15:51
6115,2022-08-04 6:52,V,3,001A,60:A4:23:7C:A5:F3,1.1,28,1004,22,16,44,58,92,2022-08-04 6:52,34,2022-08-04 15:52
6116,2022-08-04 6:52,N,4,12,60:A4:23:C9:A0:4D,3,28.7,1024,60,78,74,142,66,2022-08-04 6:52,41,2022-08-04 15:52
6117,2022-08-04 6:52,N,4,16,60:A4:23:D4:5D:A3,3.1,32.6,1006,63,73,64,135,80,2022-08-04 6:52,40,2022-08-04 15:52
6118,2022-08-04 6:54,N,4,17,60:A4:23:D4:5D:C7,3.1,31.4,1009,53,76,52,123,72,2022-08-04 6:54,40,2022-08-04 15:54
6119,2022-08-04 6:55,V,3,001C,60:A4:23:7F:49:30,1.3,29.8,1004,7,6,14,19,97,2022-08-04 6:55,5,2022-08-04 15:55
6120,2022-08-04 6:55,N,4,18,60:A4:23:C9:A0:E3,3.1,34.2,1006,68,101,76,166,82,2022-08-04 6:55,40,2022-08-04 15:55
6121,2022-08-04 6:55,V,3,001D,60:A4:23:7F:3D:52,1.3,25.3,1004,6,5,8,13,94,2022-08-04 6:55,35,2022-08-04 15:55
6122,2022-08-04 6:56,N,4,10,60:A4:23:C9:A0:4C,3,30.6,1006,45,64,40,101,74,2022-08-04 6:56,42,2022-08-04 15:56
6123,2022-08-04 6:56,N,4,19,60:A4:23:D4:5D:84,3,34.1,1028,90,108,97,195,81,2022-08-04 6:56,40,2022-08-04 15:56
6124,2022-08-04 6:58,N,4,13,60:A4:23:C9:A0:3E,3,32.9,1024,79,91,74,164,75,2022-08-04 6:58,41,2022-08-04 15:58
6125,2022-08-04 6:59,N,4,14,60:A4:23:C9:A0:2F,3.1,32.4,1017,79,95,79,171,65,2022-08-04 6:59,41,2022-08-04 15:59
6126,2022-08-04 7:00,N,4,11,60:A4:23:C9:A0:9B,3,32.4,1011,56,61,48,111,75,2022-08-04 7:00,42,2022-08-04 16:00
6127,2022-08-04 7:01,N,4,15,60:A4:23:C9:A0:3B,3,31.5,1028,90,112,83,191,74,2022-08-04 7:01,41,2022-08-04 16:01
6128,2022-08-04 7:02,N,4,12,60:A4:23:C9:A0:4D,3,28.4,1024,61,76,73,141,82,2022-08-04 7:02,42,2022-08-04 16:02
6129,2022-08-04 7:02,N,4,16,60:A4:23:D4:5D:A3,3.1,31.8,1006,65,75,63,136,72,2022-08-04 7:02,41,2022-08-04 16:02
6130,2022-08-04 7:04,V,3,001E,60:A4:23:7F:3D:60,1.3,29.1,1004,4,4,6,10,94,2022-08-04 7:04,36,2022-08-04 16:04
6131,2022-08-04 7:04,N,4,17,60:A4:23:D4:5D:C7,3.1,31.2,1009,93,110,97,202,83,2022-08-04 7:04,41,2022-08-04 16:04
6132,2022-08-04 7:05,V,3,001C,60:A4:23:7F:49:30,1.3,29.8,1004,7,5,14,19,91,2022-08-04 7:05,6,2022-08-04 16:05
6133,2022-08-04 7:05,N,4,18,60:A4:23:C9:A0:E3,3.1,33.6,1006,77,102,95,184,81,2022-08-04 7:05,41,2022-08-04 16:05
6134,2022-08-04 7:05,V,3,001D,60:A4:23:7F:3D:52,1.3,25.3,1004,6,5,7,12,96,2022-08-04 7:05,36,2022-08-04 16:05
6135,2022-08-04 7:06,N,4,10,60:A4:23:C9:A0:4C,3,30.3,1006,69,91,66,155,89,2022-08-04 7:06,43,2022-08-04 16:06
6136,2022-08-04 7:06,N,4,19,60:A4:23:D4:5D:84,3,35.2,1028,66,70,58,129,71,2022-08-04 7:06,41,2022-08-04 16:06
6137,2022-08-04 7:08,N,4,13,60:A4:23:C9:A0:3E,3,32.6,1024,78,82,74,158,79,2022-08-04 7:08,42,2022-08-04 16:08
6138,2022-08-04 7:09,N,4,14,60:A4:23:C9:A0:2F,3.1,32.4,1017,53,71,52,117,68,2022-08-04 7:09,42,2022-08-04 16:09
6139,2022-08-04 7:10,N,4,11,60:A4:23:C9:A0:9B,3,32.7,1011,70,74,62,140,91,2022-08-04 7:10,43,2022-08-04 16:10
6140,2022-08-04 7:11,N,4,15,60:A4:23:C9:A0:3B,3,30.6,1028,53,65,50,114,72,2022-08-04 7:11,42,2022-08-04 16:11
6141,2022-08-04 7:12,V,3,001A,60:A4:23:7C:A5:F3,1.1,27.9,1004,23,16,45,60,95,2022-08-04 7:12,36,2022-08-04 16:12
6142,2022-08-04 7:12,N,4,12,60:A4:23:C9:A0:4D,3,27.5,1024,16,22,19,38,66,2022-08-04 7:12,43,2022-08-04 16:12
6143,2022-08-04 7:12,N,4,16,60:A4:23:D4:5D:A3,3.1,32.3,1006,82,108,89,189,78,2022-08-04 7:12,42,2022-08-04 16:12
